ChEMBL ID,CMPD ID,Max Phase,Molecular Weight,Targets,Bioactivities,AlogP,Polar Surface Area,HBA,HBD,#RO5 Violations,#Rotatable Bonds,Passes Ro3,QED Weighted,CX Acidic pKa,CX Basic pKa,CX LogP,CX LogD,Aromatic Rings,Structure Type,Inorganic Flag,Heavy Atoms,HBA (Lipinski),HBD (Lipinski),#RO5 Violations (Lipinski),Molecular Weight (Monoisotopic),Molecular Species,Molecular Formula,Smiles,Inchi Key
CHEMBL4205245,101945,0,1520.8,5,7,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,-1,None,None,None,None,1519.8075,None,C76H109N15O18,CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@@H]1c2cc(OC)c(OC)cc2CCN1C(=O)OCc1ccc(NC(=O)[C@@H]2CCCN2C(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@H](Cc2cnc[nH]2)NC(C)=O)cc1,QSSIHDGPUBOONS-GHPICYSASA-N
CHEMBL4215066,101946,0,1552.84,6,15,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,-1,None,None,None,None,1551.8337,None,C77H113N15O19,CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@@H]1c2cc(OC)c(OC)cc2CCN1C(=O)OCc1ccc(NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@H](Cc2cnc[nH]2)NC(C)=O)cc1,VCRSYDJXKJOCMO-JBPORWBSSA-N
CHEMBL2270859,101947,0,334.53,2,6,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,-1,None,None,None,None,334.1964,None,C19H30O3Si,CC[C@H]1O[C@@H]2c3ccccc3CO[C@@H]2[C@H]1O[Si](C)(C)C(C)(C)C,HSOHTKJIALSTSM-BDXSIMOUSA-N
CHEMBL2314755,101948,0,1028.74,1,2,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,-1,None,None,None,None,1027.5911,None,C53H87ClFN3O13,CC[C@H]1OC(=O)[C@H](C)[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(CCCNC(=O)[C@@]2(O)[C@H](C)C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(Cl)[C@@H](O)C[C@@]32C)[C@H](C)[C@@H](O)[C@]1(C)O,JQEPLLKWJNPGOV-DQNHPMBPSA-N
CHEMBL2314756,101949,0,1012.28,1,2,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,-1,None,None,None,None,1011.6207,None,C53H87F2N3O13,CC[C@H]1OC(=O)[C@H](C)[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(CCCNC(=O)[C@@]2(O)[C@H](C)C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@@]32C)[C@H](C)[C@@H](O)[C@]1(C)O,JWRBTZXGCWFRMT-DQNHPMBPSA-N
CHEMBL2314999,101950,0,1168.94,1,2,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,-1,None,None,None,None,1167.6949,None,C61H102ClN3O16,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(CCCNC(=O)[C@@]2(O)[C@@H](C)C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(Cl)[C@@H](O)C[C@@]32C)[C@H](C)[C@@H](O)[C@]1(C)O,PNSNFVXPYHVQAW-XLCRHDPXSA-N
CHEMBL2314996,101951,0,1186.93,1,2,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,-1,None,None,None,None,1185.6854,None,C61H101ClFN3O16,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(CCCNC(=O)[C@@]2(O)[C@H](C)C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(Cl)[C@@H](O)C[C@@]32C)[C@H](C)[C@@H](O)[C@]1(C)O,OEQNFVNKBLFOMB-VKRQKYIYSA-N
CHEMBL2314998,101952,0,1170.48,1,2,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,-1,None,None,None,None,1169.715,None,C61H101F2N3O16,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(CCCNC(=O)[C@@]2(O)[C@H](C)C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@@]32C)[C@H](C)[C@@H](O)[C@]1(C)O,ZJMFQHSZHOIZKP-VKRQKYIYSA-N
CHEMBL2315000,101953,0,1152.49,1,2,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,-1,None,None,None,None,1151.7244,None,C61H102FN3O16,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(CCCNC(=O)[C@@]2(O)[C@H](C)C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@@]32C)[C@H](C)[C@@H](O)[C@]1(C)O,SAUJAVXLZRYAKZ-MNNHJQATSA-N
CHEMBL2315002,101954,0,1152.49,1,2,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,-1,None,None,None,None,1151.7244,None,C61H102FN3O16,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(CCCNC(=O)[C@@]2(O)[C@H](C)C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@@]32C)[C@H](C)[C@@H](O)[C@]1(C)O,RIVFGUDHQHDARY-IUOMSUCTSA-N
CHEMBL2314995,101955,0,1120.47,1,2,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,-1,None,None,None,None,1119.7182,None,C60H101N3O16,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(CCCNC(=O)[C@@]2(O)CC[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@@]32C)[C@H](C)[C@@H](O)[C@]1(C)O,HGZZTWJLHMXVLA-KROHSLPISA-N
CHEMBL2314993,101956,0,1122.49,1,2,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,-1,None,None,None,None,1121.7338,None,C60H103N3O16,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(CCCNC(=O)[C@@]2(O)CC[C@H]3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@H]4[C@@H](O)C[C@@]32C)[C@H](C)[C@@H](O)[C@]1(C)O,BNNASEDGPWHTHE-KROHSLPISA-N
CHEMBL2314997,101957,0,1154.48,1,2,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,-1,None,None,None,None,1153.7201,None,C61H101F2N3O15,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(CCCNC(=O)[C@H]2[C@H](C)C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@@]32C)[C@H](C)[C@@H](O)[C@]1(C)O,OOSLCLQKOPVTMB-KZAPZTGXSA-N
CHEMBL2315001,101958,0,1136.49,15,63,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,-1,None,None,None,None,1135.7295,None,C61H102FN3O15,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(CCCNC(=O)[C@H]2[C@H](C)C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@@]32C)[C@H](C)[C@@H](O)[C@]1(C)O,FXRLMRMXDKRAPG-NARDEVSZSA-N
CHEMBL2314994,101959,0,1106.49,1,2,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,-1,None,None,None,None,1105.7389,None,C60H103N3O15,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(CCCNC(=O)[C@H]2CC[C@H]3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@H]4[C@@H](O)C[C@]23C)[C@H](C)[C@@H](O)[C@]1(C)O,MDBCVQICXHJJOT-OLWHXJRFSA-N
CHEMBL2441932,101960,0,1007.27,4,17,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,-1,None,None,None,None,1006.5977,None,C53H86N2O16,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O[C@@H]3O[C@H](C)[C@@H](O)[C@H](N(C)C)[C@H]3OC(=O)c3ccccc3)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@](C)(OC)C[C@@H](C)C(=O)/C(C)=C/[C@]1(C)O,HDDKGHCEDWHQNQ-RPCPKYRZSA-N
CHEMBL2441781,101961,0,1025.28,4,17,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,-1,None,None,None,None,1024.6083,None,C53H88N2O17,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O[C@@H]3O[C@H](C)[C@@H](O)[C@H](N(C)C)[C@H]3OC(=O)c3ccccc3)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,VTZORXTZSSNEHA-QHKOUZCMSA-N
CHEMBL2441784,101962,0,1051.28,4,17,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,-1,None,None,None,None,1050.5876,None,C54H86N2O18,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O[C@@H]3O[C@H](C)[C@@H](O)[C@H](N(C)C)[C@H]3OC(=O)c3ccccc3)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2OC(=O)O[C@]12C,FZLYERJKZVZHFP-DMLWNERMSA-N
CHEMBL2441780,101963,0,1011.3,4,17,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,-1,None,None,None,None,1010.629,None,C53H90N2O16,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O[C@@H]3O[C@H](C)[C@@H](OCc4ccccc4)[C@H](N(C)C)[C@H]3O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,GKQNYDJNECMFRV-RXHQQPDKSA-N
CHEMBL2441783,101964,0,1037.29,4,17,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,-1,None,None,None,None,1036.6083,None,C54H88N2O17,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O[C@@H]3O[C@H](C)[C@@H](OCc4ccccc4)[C@H](N(C)C)[C@H]3O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2OC(=O)O[C@]12C,CEALDXCWQZWSRX-HNDACOOESA-N
CHEMBL2441779,101965,0,1115.41,4,17,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,-1,None,None,None,None,1114.6552,None,C60H94N2O17,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O[C@@H]3O[C@H](C)[C@@H](OCc4ccccc4)[C@H](N(C)C)[C@H]3OC(=O)c3ccccc3)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,HVIBYYNXAIDOGE-MFBXFLGRSA-N
CHEMBL2440135,101966,0,1141.4,4,17,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,-1,None,None,None,None,1140.6345,None,C61H92N2O18,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O[C@@H]3O[C@H](C)[C@@H](OCc4ccccc4)[C@H](N(C)C)[C@H]3OC(=O)c3ccccc3)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2OC(=O)O[C@]12C,PMYMGTUYKMQUMZ-YRJUVBHASA-N
CHEMBL2368883,101967,0,1092.34,4,9,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,-1,None,None,None,None,1091.6253,None,C55H89N5O17,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](OC(=O)CCNCCCCNc3ccc4c(=O)c(C(=O)O)cn(C)c4c3)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)NC(=O)[C@H](C)[C@@H](O)[C@]1(C)O,IKQSODBJZGNZKJ-SYOAEPFRSA-N
CHEMBL2368885,101968,0,1118.37,4,9,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,-1,None,None,None,None,1117.641,None,C57H91N5O17,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](OC(=O)CCNCCCCNc3ccc4c(=O)c(C(=O)O)cn(C5CC5)c4c3)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)NC(=O)[C@H](C)[C@@H](O)[C@]1(C)O,SCFKWBARJPRHRL-VCQATIFVSA-N
CHEMBL2368884,101969,0,1106.36,4,9,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,-1,None,None,None,None,1105.641,None,C56H91N5O17,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](OC(=O)CCNCCCCNc3ccc4c(=O)c(C(=O)O)cn(CC)c4c3)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)NC(=O)[C@H](C)[C@@H](O)[C@]1(C)O,JSCULQKQCXKYSH-VUTLNHTKSA-N
CHEMBL2368879,101970,0,1124.76,4,9,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,-1,None,None,None,None,1123.5707,None,C55H86ClN5O17,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](OC(=O)CCNCCNc3cc4c(=O)c(C(=O)O)cn(C5CC5)c4cc3Cl)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)NC(=O)[C@H](C)[C@@H](O)[C@]1(C)O,XQRFRHJEKSUIJH-CEMCGGFTSA-N
CHEMBL2368880,101971,0,1064.28,4,9,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,-1,None,None,None,None,1063.594,None,C53H85N5O17,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](OC(=O)CCNCCNc3ccc4c(=O)c(C(=O)O)cn(C)c4c3)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)NC(=O)[C@H](C)[C@@H](O)[C@]1(C)O,BQSBJFRJLKAGHJ-DZKPVXKFSA-N
CHEMBL2368882,101972,0,1090.32,4,9,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,-1,None,None,None,None,1089.6097,None,C55H87N5O17,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](OC(=O)CCNCCNc3ccc4c(=O)c(C(=O)O)cn(C5CC5)c4c3)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)NC(=O)[C@H](C)[C@@H](O)[C@]1(C)O,GFGJJDMLLWCXLZ-QBGBSUROSA-N
CHEMBL2368881,101973,0,1078.31,4,9,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,-1,None,None,None,None,1077.6097,None,C54H87N5O17,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](OC(=O)CCNCCNc3ccc4c(=O)c(C(=O)O)cn(CC)c4c3)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)NC(=O)[C@H](C)[C@@H](O)[C@]1(C)O,OPAJDLMOBDUQBT-YTYFQLFTSA-N
CHEMBL2316696,101974,0,1226.38,4,14,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,-1,None,None,None,None,1225.6181,None,C58H89F2N7O19,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](OC(=O)NCCCCNC(=O)c3cc([N+](=O)[O-])cc([N+](=O)[O-])c3)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](OC(=O)NCc2ccc(F)c(F)c2)[C@]1(C)O,RTWCLRXBPLMRHX-USCKGWCISA-N
CHEMBL2316697,101975,0,1234.45,4,14,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,-1,None,None,None,None,1233.6632,None,C60H95N7O20,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](OC(=O)NCCCCNC(=O)c3cc([N+](=O)[O-])cc([N+](=O)[O-])c3)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](OC(=O)NCCc2ccc(OC)cc2)[C@]1(C)O,LPUHLFGTYAEHCA-FZUACZNHSA-N
CHEMBL2316698,101976,0,1238.87,4,14,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,-1,None,None,None,None,1237.6137,None,C59H92ClN7O19,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](OC(=O)NCCCCNC(=O)c3cc([N+](=O)[O-])cc([N+](=O)[O-])c3)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](OC(=O)NCCc2ccccc2Cl)[C@]1(C)O,QDJXQDMVUMGTJA-GFMRIJQBSA-N
CHEMBL2316695,101977,0,1174.48,4,11,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,-1,None,None,None,None,1173.7036,None,C61H99N5O17,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](OC(=O)NCCCCNC(=O)c3ccc(OC)c(OC)c3)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](OC(=O)NCCc2ccccc2)[C@]1(C)O,ZSBXOENGOJWLFD-WQRHWOJFSA-N
CHEMBL2316426,101978,0,1158.48,4,11,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,-1,None,None,None,None,1157.7087,None,C61H99N5O16,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](OC(=O)NCCCCNC(=O)c3ccc(OC)cc3)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](OC(=O)NCc2ccc(C)c(C)c2)[C@]1(C)O,DFFURYDRDIFYNS-DBCGQHOOSA-N
CHEMBL2316689,101979,0,1166.41,4,11,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,-1,None,None,None,None,1165.6585,None,C59H93F2N5O16,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](OC(=O)NCCCCNC(=O)c3ccc(OC)cc3)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](OC(=O)NCc2ccc(F)c(F)c2)[C@]1(C)O,OJGXKDRGPGVHIC-GFMRIJQBSA-N
CHEMBL2316427,101980,0,1148.42,4,11,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,-1,None,None,None,None,1147.668,None,C59H94FN5O16,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](OC(=O)NCCCCNC(=O)c3ccc(OC)cc3)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](OC(=O)NCc2ccc(F)cc2)[C@]1(C)O,WYNVYHRALUJHFL-UABQLZRTSA-N
CHEMBL2316425,101981,0,1160.45,4,11,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,-1,None,None,None,None,1159.6879,None,C60H97N5O17,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](OC(=O)NCCCCNC(=O)c3ccc(OC)cc3)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](OC(=O)NCc2ccc(OC)cc2)[C@]1(C)O,KYMDTSBFSWHALJ-YCGFKHQFSA-N
CHEMBL2316424,101982,0,1130.43,4,11,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,-1,None,None,None,None,1129.6774,None,C59H95N5O16,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](OC(=O)NCCCCNC(=O)c3ccc(OC)cc3)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](OC(=O)NCc2ccccc2)[C@]1(C)O,LCODAOJXGOXOTF-UTQGRYJLSA-N
CHEMBL2316692,101983,0,1162.44,4,11,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,-1,None,None,None,None,1161.6836,None,C60H96FN5O16,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](OC(=O)NCCCCNC(=O)c3ccc(OC)cc3)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](OC(=O)NCCc2ccc(F)cc2)[C@]1(C)O,LOUWEGFLVBTNQZ-YCGFKHQFSA-N
CHEMBL2316691,101984,0,1174.48,4,11,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,-1,None,None,None,None,1173.7036,None,C61H99N5O17,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](OC(=O)NCCCCNC(=O)c3ccc(OC)cc3)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](OC(=O)NCCc2ccc(OC)cc2)[C@]1(C)O,JLKILNCTQMYJAK-VPRSPIJESA-N
CHEMBL2316690,101985,0,1144.45,4,11,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,-1,None,None,None,None,1143.693,None,C60H97N5O16,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](OC(=O)NCCCCNC(=O)c3ccc(OC)cc3)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](OC(=O)NCCc2ccccc2)[C@]1(C)O,PUBBHUZTGONPDM-VIOKDQDPSA-N
CHEMBL2316693,101986,0,1178.9,4,11,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,-1,None,None,None,None,1177.6541,None,C60H96ClN5O16,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](OC(=O)NCCCCNC(=O)c3ccc(OC)cc3)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](OC(=O)NCCc2ccccc2Cl)[C@]1(C)O,WRHVBBUXSAGFNQ-YCGFKHQFSA-N
